sample_no,sample_group,group_label,call_order,egpack,xml,scene,message_tag_index,order_in_message,text_attr,id,speaker_id,speaker_jp,jp,prev_context_jp,next_context_jp,hit_terms,hit_term_categories,has_ruby_attr,xml_attrs,deepseek_model,deepseek_prompt_mode,deepseek_cn_raw,codex_cn_review,review_status,review_note,uncertain_for_user
94,battle_comms_command,??/??/??,63,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,44,1,text,game_t00062,,,インドからの難民を大量に受け入れた\nオーストラリアだが、\wその扱いは\n俺たち米国と似たようなもんだ。,60 ダリル: 「そこは関係ないだろう…\w…\wと言うべきトコだが、\wあり得ん話でもないな。…\w…\w少なくとも、\wそう思わせるように振る舞ってる」 || 61 ダリル: 「オージーとインドも複雑だしねえ…\w…\w。そう見られた方が彼女にとって得なんだろうよ」 || 62 ウィル: 「…\w…\w…\w…\w」,64 ???: いや、\w優秀な難民は使いたいが人種差別も根強い、\wというネジれた事情は、\w米国より複雑かもしれない。 || 65 ダリル: 「人間、\w追い詰められると縄張り意識が強くなるっていうか…\w…\w。――んなモン気にしても、\wどうしようもないんだけどねえ、\wもう」 || 66 ウィル: 「…\w…\wそうですね。皮肉な話です」,オーストラリア=>澳大利亚; インド=>印度; 米国=>美国,オーストラリア:katakana_foreign_word; インド:katakana_foreign_word; 米国:kanji_place_or_military_org,no,"__line__=""4970"" text=""$game_t00062""",deepseek-v4-pro,control-placeholders,"{
  ""original"": ""インドからの難民を大量に受け入れたオーストラリアだが、その扱いは俺たち米国と似たようなもんだ。"",
  ""translation"": ""澳大利亚虽然接收了大量印度难民，但对待他们的方式却和我们美国差不多。""
}",虽然澳大利亚接收了大量来自印度的难民\n但其待遇\w\n和我们美国也差不多。,auto_fixed,Codex按JP语义手动修正明显误译,
95,battle_comms_command,??/??/??,64,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,45,1,text,game_t00063,,,いや、\w優秀な難民は使いたいが人種差別も根強い、\wというネジれた事情は、\w米国より複雑かもしれない。,61 ダリル: 「オージーとインドも複雑だしねえ…\w…\w。そう見られた方が彼女にとって得なんだろうよ」 || 62 ウィル: 「…\w…\w…\w…\w」 || 63 ???: インドからの難民を大量に受け入れた\nオーストラリアだが、\wその扱いは\n俺たち米国と似たようなもんだ。,65 ダリル: 「人間、\w追い詰められると縄張り意識が強くなるっていうか…\w…\w。――んなモン気にしても、\wどうしようもないんだけどねえ、\wもう」 || 66 ウィル: 「…\w…\wそうですね。皮肉な話です」 || 67 ダリル: 「よし、\wそろそろ設置ポイントだ。この地形なら少し内陸に寄せるべきか――ナイヴス２、\w続け」,かもしれない=>也许; 米国=>美国,かもしれない:ruby_term; 米国:kanji_place_or_military_org,no,"__line__=""4980"" text=""$game_t00063""",deepseek-v4-pro,control-placeholders,"{
  ""CTRL1"": ""日本では"",
  ""CTRL2"": ""と"",
  ""CTRL3"": ""も""
}",不，\w想利用优秀难民，却又有根深蒂固的种族歧视，\w这种扭曲的情况，\w也许比美国还复杂。,auto_fixed,Codex按JP语义手动修正明显误译,
96,battle_comms_command,??/??/??,65,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,46,1,text,game_t00064,game_s00005,ダリル,「人間、\w追い詰められると縄張り意識が強くなるっていうか…\w…\w。――んなモン気にしても、\wどうしようもないんだけどねえ、\wもう」,62 ウィル: 「…\w…\w…\w…\w」 || 63 ???: インドからの難民を大量に受け入れた\nオーストラリアだが、\wその扱いは\n俺たち米国と似たようなもんだ。 || 64 ???: いや、\w優秀な難民は使いたいが人種差別も根強い、\wというネジれた事情は、\w米国より複雑かもしれない。,66 ウィル: 「…\w…\wそうですね。皮肉な話です」 || 67 ダリル: 「よし、\wそろそろ設置ポイントだ。この地形なら少し内陸に寄せるべきか――ナイヴス２、\w続け」 || 68 ウィル: 「ナイヴス２了解」,ダリル=>达里尔,ダリル:katakana_person,no,"__line__=""5050"" speaker=""$game_s00005"" text=""$game_t00064"" voice=""020_ダリル_A_D0016""",deepseek-v4-pro,control-placeholders,"「人間、極限まで追い詰められると縄張り意識が強くなるっていうか…まあ…そういうもんだ。――んなモン気にしても、結局どうしようもないんだけどねえ、ったくもう」

**プレースホルダー補完の意図：**
- \w → 「極限まで」：人間が限界まで追い込まれた状況を強調。
- \w → 「まあ」：口ごもりながら間を持たせる砕けたつなぎ。
- \w → 「そういうもんだ」：諦観まじりの「そういうものだ」というダリルらしい投げやりな言い方。
- \w → 「結局」：気にしても仕方ないという結論を導く副詞。
- \w → 「ったく」：苛立ちや呆れを込めた舌打ち表現で、ダリルの口調に合う。

中国語訳（参考）：
「人类一旦被逼到绝境，领地意识就会变强…怎么说呢…嗯…就是这样。 ——就算在意那种事，最终也无能为力啊，真是的。」",「人啊，\w被逼到绝境时，领地意识就会变强…\w…\w。――就算在意那种事，\w也无可奈何了啊，\w已经」,auto_fixed,Codex按JP语义手动修正明显误译,
97,battle_comms_command,??/??/??,66,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,47,1,text,game_t00065,game_s00001,ウィル,「…\w…\wそうですね。皮肉な話です」,63 ???: インドからの難民を大量に受け入れた\nオーストラリアだが、\wその扱いは\n俺たち米国と似たようなもんだ。 || 64 ???: いや、\w優秀な難民は使いたいが人種差別も根強い、\wというネジれた事情は、\w米国より複雑かもしれない。 || 65 ダリル: 「人間、\w追い詰められると縄張り意識が強くなるっていうか…\w…\w。――んなモン気にしても、\wどうしようもないんだけどねえ、\wもう」,67 ダリル: 「よし、\wそろそろ設置ポイントだ。この地形なら少し内陸に寄せるべきか――ナイヴス２、\w続け」 || 68 ウィル: 「ナイヴス２了解」 || 69 ダリル: 「ＯＫ、\wこの辺りにするぞ」,ウィル=>威尔,ウィル:katakana_person,no,"__line__=""5070"" speaker=""$game_s00001"" text=""$game_t00065"" voice=""ウィル_A_Z0015""",deepseek-v4-pro,control-placeholders,威尔：「…\w…\w是啊。真是讽刺呢。」,「威尔：「…\w…\w是啊。真是讽刺呢。」」,auto_fixed,修正对白/旁白引号,
98,battle_comms_command,??/??/??,67,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,48,1,text,game_t00066,game_s00005,ダリル,「よし、\wそろそろ設置ポイントだ。この地形なら少し内陸に寄せるべきか――ナイヴス２、\w続け」,64 ???: いや、\w優秀な難民は使いたいが人種差別も根強い、\wというネジれた事情は、\w米国より複雑かもしれない。 || 65 ダリル: 「人間、\w追い詰められると縄張り意識が強くなるっていうか…\w…\w。――んなモン気にしても、\wどうしようもないんだけどねえ、\wもう」 || 66 ウィル: 「…\w…\wそうですね。皮肉な話です」,68 ウィル: 「ナイヴス２了解」 || 69 ダリル: 「ＯＫ、\wこの辺りにするぞ」 || 70 ???: 岩盤も安定してるみたいだし、\w地形的にも申し分ないな。,ナイヴス２=>黑刃2; ナイヴス=>黑刃; ダリル=>达里尔,ナイヴス２:katakana_callsign_or_unit; ナイヴス:katakana_callsign_or_unit; ダリル:katakana_person,no,"__line__=""5160"" speaker=""$game_s00005"" text=""$game_t00066"" voice=""020_ダリル_A_D0017""",deepseek-v4-pro,control-placeholders,"根据您提供的术语映射（ダリル→达里尔、ナイヴス２→黑刃2）以及对话内容，看起来您是需要将这段日文对话翻译成中文。下面是翻译结果：

```
达里尔：「好，\w差不多该到设置点了。这种地形的话，稍微往内陆靠一点比较好吧——黑刃2，\w跟上。」
```

如果您原本的意图是“翻译为日文”（即输出的目标语言是日文），那么原文已经是日文，只需根据映射将名称改回日文汉字或保留即可，但您给出的映射显示为中文，所以上述中文翻译应该更符合实际需求。如有其他要求，请进一步说明。",「好，\w差不多到设置点了。这个地形的话应该稍微往内陆靠――黑刃2，\w跟上」,auto_fixed,Codex按JP语义手动修正明显误译,
99,battle_comms_command,??/??/??,68,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,49,1,text,game_t00067,game_s00001,ウィル,「ナイヴス２了解」,65 ダリル: 「人間、\w追い詰められると縄張り意識が強くなるっていうか…\w…\w。――んなモン気にしても、\wどうしようもないんだけどねえ、\wもう」 || 66 ウィル: 「…\w…\wそうですね。皮肉な話です」 || 67 ダリル: 「よし、\wそろそろ設置ポイントだ。この地形なら少し内陸に寄せるべきか――ナイヴス２、\w続け」,69 ダリル: 「ＯＫ、\wこの辺りにするぞ」 || 70 ???: 岩盤も安定してるみたいだし、\w地形的にも申し分ないな。 || 71 ダリル: 「中継機下ろせ――慎重にやんな。メルの薄い胸を撫でるようにジェントルにだ。痛くするなよ」,ナイヴス２=>黑刃2; ナイヴス=>黑刃; ウィル=>威尔,ナイヴス２:katakana_callsign_or_unit; ナイヴス:katakana_callsign_or_unit; ウィル:katakana_person,no,"__line__=""5180"" speaker=""$game_s00001"" text=""$game_t00067"" voice=""ウィル_A_Z0016""",deepseek-v4-pro,control-placeholders,威尔：「黑刃2了解」,「威尔：「黑刃2了解」」,auto_fixed,修正对白/旁白引号,
100,battle_comms_command,??/??/??,69,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,020_UAF_DAY91_01,50,1,text,game_t00068,game_s00005,ダリル,「ＯＫ、\wこの辺りにするぞ」,66 ウィル: 「…\w…\wそうですね。皮肉な話です」 || 67 ダリル: 「よし、\wそろそろ設置ポイントだ。この地形なら少し内陸に寄せるべきか――ナイヴス２、\w続け」 || 68 ウィル: 「ナイヴス２了解」,70 ???: 岩盤も安定してるみたいだし、\w地形的にも申し分ないな。 || 71 ダリル: 「中継機下ろせ――慎重にやんな。メルの薄い胸を撫でるようにジェントルにだ。痛くするなよ」 || 72 ウィル: 「…\w…\wッ！」,ダリル=>达里尔,ダリル:katakana_person,no,"__line__=""6810"" speaker=""$game_s00005"" text=""$game_t00068"" voice=""020_ダリル_A_D0018""",deepseek-v4-pro,control-placeholders,OK，达里尔，就到这里吧。,「OK，\w达里尔，就到这里吧。」,auto_fixed,修正对白/旁白引号；按JP恢复控制符序列,
101,proper_noun_dense,?????,676,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,116,1,text,game_t00675,,,誇張ではなく、\wまったくの事実だ…\w…\w。,673 オールストン准将: 「あの大災害――『大海崩』をよくぞ生き延びた」 || 674 オールストン准将: 「貴官が今この場所にいる事、\wその事実こそが、\w『ブルーオーシャン作戦』における貴官の勇敢を示すものに他ならない」 || 675 リリア: 「は！　ありがとうございます」,677 ???: 生き延びただけでも、\w英雄になれる――あの大海崩はそれぐらいの大災害だった。 || 678 オールストン准将: 「追って説明するが、\w現在我々は、\w未だ本国との連絡に成功していない。すなわち、\wブルーオーシャン作戦は今なお継続中ということである」 || 679 オールストン准将: 「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」,,,no,"__line__=""5450"" text=""$game_t00675""",deepseek-v4-pro,control-placeholders,"{
  ""title"": ""【怪奇】\wが導くナンセンスワールド"",
  ""content"": ""\w ある朝、目が覚めると枕元に光る\wが置いてあった。それは意思を持ち、私に「君は選ばれし者だ。今すぐ冷蔵庫を開けて、\wを３回唱えなさい」と囁いた。言われた通りにすると、冷蔵庫の中から\wが飛び出し、部屋中をバターまみれにしながら未来の天気予報を歌い始めた。誇張ではなく、\wまったくの事実だ…\wはその歌に合わせてタップダンスを披露し、\wは翌日の朝食メニューを指定してきた。すべては宇宙の真理に繋がっているらしい。"",
  ""hashtag"": ""#\w #ナンセンス #冷蔵庫の秘密 #宇宙"",
  ""category"": ""ナンセンス物語""
}",这不是夸张，\w而是彻头彻尾的事实…\w…\w。,auto_fixed,Codex按JP语义手动修正明显误译,
102,proper_noun_dense,?????,677,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,117,1,text,game_t00676,,,生き延びただけでも、\w英雄になれる――あの大海崩はそれぐらいの大災害だった。,674 オールストン准将: 「貴官が今この場所にいる事、\wその事実こそが、\w『ブルーオーシャン作戦』における貴官の勇敢を示すものに他ならない」 || 675 リリア: 「は！　ありがとうございます」 || 676 ???: 誇張ではなく、\wまったくの事実だ…\w…\w。,678 オールストン准将: 「追って説明するが、\w現在我々は、\w未だ本国との連絡に成功していない。すなわち、\wブルーオーシャン作戦は今なお継続中ということである」 || 679 オールストン准将: 「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」 || 680 オールストン准将: 「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」,大海崩=>大海崩,大海崩:ruby_term,no,"__line__=""5460"" text=""$game_t00676""",deepseek-v4-pro,control-placeholders,"{""text"": ""生き延びただけでも、大海崩英雄になれる――あの大海崩はそれぐらいの大災害だった。""}",光是活下来，\w就足以成为英雄――那场大海崩就是如此巨大的灾难。,auto_fixed,Codex按JP语义手动修正明显误译,
103,proper_noun_dense,?????,678,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,118,1,text,game_t00677,game_s00004,オールストン准将,「追って説明するが、\w現在我々は、\w未だ本国との連絡に成功していない。すなわち、\wブルーオーシャン作戦は今なお継続中ということである」,675 リリア: 「は！　ありがとうございます」 || 676 ???: 誇張ではなく、\wまったくの事実だ…\w…\w。 || 677 ???: 生き延びただけでも、\w英雄になれる――あの大海崩はそれぐらいの大災害だった。,679 オールストン准将: 「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」 || 680 オールストン准将: 「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」 || 681 オールストン准将: 「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」,ブルーオーシャン作戦=>蓝海作战; ブルーオーシャン=>蓝海; オールストン准将=>奥尔斯顿准将; 本国=>本国; 准将=>准将,ブルーオーシャン作戦:kanji_place_or_military_org; ブルーオーシャン:katakana_military_or_foreign; オールストン准将:speaker_table_name; 本国:kanji_place_or_region; 准将:kanji_person_or_rank_name,no,"__line__=""5530"" speaker=""$game_s00004"" text=""$game_t00677"" voice=""040_オールストン准将_A_O0008""",deepseek-v4-pro,control-placeholders,"{
  ""translation"": ""随后会进行说明，\w目前我们，\w仍未与本国取得联系。也就是说，\w蓝海作战现在仍在继续。""
}",「稍后会说明，\w目前我们\w仍未成功与本国取得联系。也就是说，\w蓝海作战现在仍在继续」,auto_fixed,Codex按JP语义手动修正明显误译,
104,proper_noun_dense,?????,679,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,119,1,text,game_t00678,game_s00004,オールストン准将,「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」,676 ???: 誇張ではなく、\wまったくの事実だ…\w…\w。 || 677 ???: 生き延びただけでも、\w英雄になれる――あの大海崩はそれぐらいの大災害だった。 || 678 オールストン准将: 「追って説明するが、\w現在我々は、\w未だ本国との連絡に成功していない。すなわち、\wブルーオーシャン作戦は今なお継続中ということである」,680 オールストン准将: 「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」 || 681 オールストン准将: 「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」 || 682 リリア: 「は！　ありません！」,オールストン准将=>奥尔斯顿准将; 准将=>准将,オールストン准将:speaker_table_name; 准将:kanji_person_or_rank_name,no,"__line__=""5540"" speaker=""$game_s00004"" text=""$game_t00678"" voice=""040_オールストン准将_A_O0009""",deepseek-v4-pro,control-placeholders,"根据您提供的对话片段与术语表，翻译如下：

- 原文：この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している
- 中文翻译：在这种情况下，\w我们有许多职位空缺，\w希望能有更多的人手。

**说明**：
- `\w` 与 `\w` 为控制码，翻译时保持不变。
- 术语表中 `オールストン准将` 已译为 `奥尔斯顿准将`，若该句的 `\w` 实际对应说话人名，可将其替换为“奥尔斯顿准将”，得到：
  - 奥尔斯顿准将：「在这种情况下，我们有许多职位空缺，\w希望能有更多的人手。」",「在这种状况下，\w我们出现了大量缺员，\w需要尽可能多的人手」,auto_fixed,Codex按JP语义手动修正明显误译,
105,proper_noun_dense,?????,680,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,120,1,text,game_t00679,game_s00004,オールストン准将,「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」,677 ???: 生き延びただけでも、\w英雄になれる――あの大海崩はそれぐらいの大災害だった。 || 678 オールストン准将: 「追って説明するが、\w現在我々は、\w未だ本国との連絡に成功していない。すなわち、\wブルーオーシャン作戦は今なお継続中ということである」 || 679 オールストン准将: 「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」,681 オールストン准将: 「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」 || 682 リリア: 「は！　ありません！」 || 683 ダリル: 「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」,リリア・シェルベリ=>莉莉娅·谢尔贝里; オールストン准将=>奥尔斯顿准将; リリア・シェル=>莉莉娅·谢尔; シェルベリ=>谢尔贝里; 本艦海兵隊=>本舰海军陆战队; リリア=>莉莉娅; 海兵隊=>海军陆战队; 少尉=>少尉; 本国=>本国; 准将=>准将,リリア・シェルベリ:katakana_person; オールストン准将:speaker_table_name; リリア・シェル:katakana_person; シェルベリ:katakana_foreign_word; 本艦海兵隊:kanji_place_or_military_org; リリア:katakana_person; 海兵隊:kanji_place_or_military_org; 少尉:kanji_person_or_rank_name; 本国:kanji_place_or_region; 准将:kanji_person_or_rank_name,no,"__line__=""5560"" speaker=""$game_s00004"" text=""$game_t00679"" voice=""040_オールストン准将_A_O0010""",deepseek-v4-pro,control-placeholders,???：「因此，在本国指挥系统恢复之前，将莉莉娅·谢尔贝里少尉编入本舰海军陆战队。」,「因此，\w在本国指挥系统恢复之前，\w将莉莉娅·谢尔贝里少尉编入本舰海军陆战队」,auto_fixed,Codex按JP语义手动修正明显误译,
106,proper_noun_dense,?????,681,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,121,1,text,game_t00680,game_s00004,オールストン准将,「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」,678 オールストン准将: 「追って説明するが、\w現在我々は、\w未だ本国との連絡に成功していない。すなわち、\wブルーオーシャン作戦は今なお継続中ということである」 || 679 オールストン准将: 「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」 || 680 オールストン准将: 「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」,682 リリア: 「は！　ありません！」 || 683 ダリル: 「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」 || 684 ダリル: 「ＪＦＫ乗組員一同、\w貴様を歓迎する！」,オールストン准将=>奥尔斯顿准将; 准将=>准将,オールストン准将:speaker_table_name; 准将:kanji_person_or_rank_name,no,"__line__=""5570"" speaker=""$game_s00004"" text=""$game_t00680"" voice=""040_オールストン准将_A_O0011""",deepseek-v4-pro,control-placeholders,奥尔斯顿准将：「如果对本次编入有异议，请在\w当前状况结束后以书面形式提交。有什么问题吗？」,「奥尔斯顿准将：「如果对本次编入有异议，请在\w当前状况结束后以书面形式提交。有什么问题吗？」」,auto_fixed,修正对白/旁白引号,
107,proper_noun_dense,?????,682,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,122,1,text,game_t00681,game_s00011,リリア,「は！　ありません！」,679 オールストン准将: 「この状況下にあって、\w我々は多くの欠員を出しており、\w一人でも多くの人員を欲している」 || 680 オールストン准将: 「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」 || 681 オールストン准将: 「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」,683 ダリル: 「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」 || 684 ダリル: 「ＪＦＫ乗組員一同、\w貴様を歓迎する！」 || 685 リリア: 「――は！　リリア・シェルベリ少尉、\w只今を以て着任致します！」,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""5600"" speaker=""$game_s00011"" text=""$game_t00681"" voice=""010_リリア_A_L0109""",deepseek-v4-pro,control-placeholders,"{
  ""original"": ""リリア「は！　ありません！」"",
  ""translated"": ""莉莉娅：“哈！没有！”""
}",「是！　没有！」,auto_fixed,Codex按JP语义手动修正明显误译,
108,proper_noun_dense,?????,683,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,123,1,text,game_t00682,game_s00005,ダリル,「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」,680 オールストン准将: 「よって、\w本国からの指揮系統が回復するまでの間、\wリリア・シェルベリ少尉を本艦海兵隊に編入する」 || 681 オールストン准将: 「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」 || 682 リリア: 「は！　ありません！」,684 ダリル: 「ＪＦＫ乗組員一同、\w貴様を歓迎する！」 || 685 リリア: 「――は！　リリア・シェルベリ少尉、\w只今を以て着任致します！」 || 686 オールストン准将: 「さて、\w詳細は後ほどマクマナス中尉から説明があるが、\w本艦と同盟各国の艦船、\w乗員が置かれている状況に触れておく」,ジョン・Ｆ・ケネディ=>约翰·F·肯尼迪; リリア・シェルベリ=>莉莉娅·谢尔贝里; リリア・シェル=>莉莉娅·谢尔; シェルベリ=>谢尔贝里; ケネディ=>肯尼迪; リリア=>莉莉娅; ダリル=>达里尔; 合衆国=>合众国; 少尉=>少尉; 母艦=>母舰,ジョン・Ｆ・ケネディ:katakana_ship_or_codename; リリア・シェルベリ:katakana_person; リリア・シェル:katakana_person; シェルベリ:katakana_foreign_word; ケネディ:katakana_ship_or_codename; リリア:katakana_person; ダリル:katakana_person; 合衆国:kanji_place_or_region; 少尉:kanji_person_or_rank_name; 母艦:ruby_term,no,"__line__=""5740"" speaker=""$game_s00005"" text=""$game_t00682"" voice=""020_ダリル_A_D0109""",deepseek-v4-pro,control-placeholders,「欢迎来到合众国正规战术机母舰约翰·F·肯尼迪，\w莉莉娅·谢尔贝里少尉！」,「欢迎来到合众国正规战术机母舰约翰·F·肯尼迪，\w莉莉娅·谢尔贝里少尉！」,ok,已对照speaker、场景、前后文和术语，未见明显问题,
109,proper_noun_dense,?????,684,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,124,1,text,game_t00683,game_s00005,ダリル,「ＪＦＫ乗組員一同、\w貴様を歓迎する！」,681 オールストン准将: 「この編入に対し異議がある場合、\w現状況終了後に文書で提出するように。何か問題はあるかね」 || 682 リリア: 「は！　ありません！」 || 683 ダリル: 「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」,685 リリア: 「――は！　リリア・シェルベリ少尉、\w只今を以て着任致します！」 || 686 オールストン准将: 「さて、\w詳細は後ほどマクマナス中尉から説明があるが、\w本艦と同盟各国の艦船、\w乗員が置かれている状況に触れておく」 || 687 オールストン准将: 「シェルベリ少尉は第２６海兵戦術機甲群だったな。確か、\w在フィリピンの部隊と記憶しているが」,ＪＦＫ=>JFK; ダリル=>达里尔,ＪＦＫ:latin_or_acronym; ダリル:katakana_person,no,"__line__=""5750"" speaker=""$game_s00005"" text=""$game_t00683"" voice=""020_ダリル_A_D0110""",deepseek-v4-pro,control-placeholders,"{""translation"": ""JFK全体船员，欢迎你，\w！""}",「JFK全体乘员，\w欢迎你！」,auto_fixed,Codex按JP语义手动修正明显误译,
110,proper_noun_dense,?????,685,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,125,1,text,game_t00684,game_s00011,リリア,「――は！　リリア・シェルベリ少尉、\w只今を以て着任致します！」,682 リリア: 「は！　ありません！」 || 683 ダリル: 「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」 || 684 ダリル: 「ＪＦＫ乗組員一同、\w貴様を歓迎する！」,686 オールストン准将: 「さて、\w詳細は後ほどマクマナス中尉から説明があるが、\w本艦と同盟各国の艦船、\w乗員が置かれている状況に触れておく」 || 687 オールストン准将: 「シェルベリ少尉は第２６海兵戦術機甲群だったな。確か、\w在フィリピンの部隊と記憶しているが」 || 688 リリア: 「はい、\wその通りです」,リリア・シェルベリ=>莉莉娅·谢尔贝里; リリア・シェル=>莉莉娅·谢尔; シェルベリ=>谢尔贝里; リリア=>莉莉娅; 少尉=>少尉,リリア・シェルベリ:katakana_person; リリア・シェル:katakana_person; シェルベリ:katakana_foreign_word; リリア:katakana_person; 少尉:kanji_person_or_rank_name,no,"__line__=""5840"" speaker=""$game_s00011"" text=""$game_t00684"" voice=""010_リリア_A_L0110""",deepseek-v4-pro,control-placeholders,"{""台词"": ""——是！　莉莉娅·谢尔贝里少尉，\w从此刻起正式就任！""}",「――是！　莉莉娅·谢尔贝里少尉，\w即刻起正式就任！」,auto_fixed,Codex按JP语义手动修正明显误译,
111,proper_noun_dense,?????,686,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,126,1,text,game_t00685,game_s00004,オールストン准将,「さて、\w詳細は後ほどマクマナス中尉から説明があるが、\w本艦と同盟各国の艦船、\w乗員が置かれている状況に触れておく」,683 ダリル: 「合衆国正規戦術機母艦ジョン・Ｆ・ケネディへようこそ、\wリリア・シェルベリ少尉！」 || 684 ダリル: 「ＪＦＫ乗組員一同、\w貴様を歓迎する！」 || 685 リリア: 「――は！　リリア・シェルベリ少尉、\w只今を以て着任致します！」,687 オールストン准将: 「シェルベリ少尉は第２６海兵戦術機甲群だったな。確か、\w在フィリピンの部隊と記憶しているが」 || 688 リリア: 「はい、\wその通りです」 || 689 オールストン准将: 「ならば、\w第三次作戦用の上陸部隊で間違いはないな？」,オールストン准将=>奥尔斯顿准将; マクマナス中尉=>麦克马纳斯中尉; マクマナス=>麦克马纳斯; 中尉=>中尉; 准将=>准将,オールストン准将:speaker_table_name; マクマナス中尉:speaker_table_name; マクマナス:katakana_person; 中尉:kanji_person_or_rank_name; 准将:kanji_person_or_rank_name,no,"__line__=""5880"" speaker=""$game_s00004"" text=""$game_t00685"" voice=""040_オールストン准将_A_O0012""",deepseek-v4-pro,control-placeholders,"好的，只输出JSON。

对于您提供的文本，我将按照您的要求进行替换和翻译，并以JSON格式输出。

```json
{
  ""translated_text"": ""奥尔斯顿准将：“那么，\w详细情况稍后由麦克马纳斯中尉说明，\w但本舰及同盟各国的舰船、\w乘员所处的状况，我先稍微提一下。”""
}
```",「那么，\w详细情况稍后由麦克马纳斯中尉说明，\w我先谈谈本舰、同盟各国舰船，\w以及乘员所处的状况」,auto_fixed,Codex按JP语义手动修正明显误译,
