file,id,jp,zh_deepseek
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04120,なんだそれ…\w…\w。まるで聞いたことがない。いや、\w極秘計画って言ってたし、\w当然といえば当然か…\w…\w。,那是什么……完全没听说过。不，既然说是机密计划，那也是当然的吧……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04121,「その…\w…\w何を目的とした計画なのですか？」,「那个……这个计划的目标是什么呢？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04122,「主目的はＢＥＴＡとの意思疎通だ。そしてそれに伴う、\w数々の研究、\w実験が日々行われていた」,「主要目标是实现与BETA的沟通。随之而来，每天进行着各种研究和实验。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04123,ＢＥＴＡと意思疎通する…\w…\wだって！？　そんなことが可能なのか？,与BETA沟通……！？这可能吗？
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04124,「信じられないのも無理はない。傍にいた者ですら半信半疑だったんだ。だが計画は実際に遂行されていて…\w…\wある日、\w中止となった」,「难以置信也是正常的。就连身边的人都半信半疑。但计划确实在执行中……直到某天，被中止了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04125,「なぜですか…\w…\w？」,「为什么……？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04126,「…\w…\w期日までに要求された成果を出せなかった。第四計画は破棄され、\w即日第五計画実行が発令された」,「……因为在期限内未能拿出要求的成果。第四计划被废弃，当日即下令执行第五计划。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04127,「第五計画…\w…\w」,「第五计划……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04128,「貴様も移民船団については知っているだろう。あれは当時、\w第四計画の予備計画であった第五計画が主導して建造していた」,「你也知道移民船团吧。那是在当时，作为第四计划的备用计划即第五计划主导建造的」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04129,「第五計画は、\wＧ弾の集中運用を前提としたハイヴ攻略と移民船団による、\w他星系への移住がワンセットとなった計画だった」,「第五计划是一个将基于G弹集中运用的HIVE攻略与通过移民船团向其他星系移居作为一体的计划」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04130,「それじゃあ、\w『バビロン作戦』というのは…\w…\w」,「那么，‘巴比伦作战’是……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04131,「そうだ。計画は実行され、\w後は貴様の知るとおりだ」,「没错。计划已经执行，剩下的就如你所知」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04132,「し、\w知るとおりというのは…\w…\w大海崩はＧ弾によって引き起こされたということですか！？」,「你、你所知的意思是……大海崩是由G弹引起的吗！？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04133,「それ以外に、\wこの状況を説明できる要素が存在しない」,「除此之外，没有其他能够解释当前状况的因素」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04134,「一体どうやって…\w…\w。爆弾のせいで海が干上がるわけは無いし、\w大気だって…\w…\w」,「到底怎么会……炸弹不可能让海干涸，大气也……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04135,「海は干上がったんじゃなく偏ったんだ。Ｇ弾が引き金となった重力偏差でユーラシア全土が水没しているのは貴様も知っているだろう？」,「海不是干涸了，而是偏移了。G弹引发的重力偏差导致整个欧亚大陆被淹没，你也很清楚吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04136,「…\w…\w…\w…\w」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04137,「大気もそうだ――しかし、\w何故このように偏ったのかはわからない。重心がずれた、\w新たな重力源が発生した――仮説は幾つも発表されたが、\w正しく説明できた者はいなかった」,「大气也是如此——但是，不知道为什么会这样偏移。重心偏移了、产生了新的重力源——虽然发表了几个假说，但没有人能正确解释」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04138,「いくら仮説を立てたって、\wそれを調査する技術はもう残されていませんよね…\w…\w」,「不管怎么建立假说，用来调查的技术已经不存在了吧……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04139,「うん、\wだがそれだけではない」,「嗯，但不仅如此」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04140,――え？,诶？
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04141,"「Ｇ弾とは、\wＢＥＴＡ由来のエキゾチックマテリアル\n""Ｇ元素""を使った新型爆弾のことだ。この動作原理は\n実はよくわかっていない」",「G弹是指使用来自BETA的奇异材料‘G元素’的新型炸弹。实际上，我们对它的工作原理并不十分了解」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04142,「わ、\wわかっていない！？」,「我、我们不了解！？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04143,――っていうか、\wＢＥＴＡ由来って何だよ！？,话说回来，来自BETA是怎么回事！？
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04144,「結果として多大な破壊力をもたらすというだけで、\w何故それが起きるのかはわかっていないし、\w恐らく解明することも難しいだろう」,「只知道结果能带来巨大的破坏力，但为什么发生不知道，恐怕也很难搞明白」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04145,「それだけではない。Ｇ弾によって破壊された地域は、\w破壊前と比べて質量が激減しているにもかかわらず、\w失われた質量がどこへ消えたのか解明されていない」,「不仅如此。被G弹破坏的区域，与破坏前相比质量大幅减少，但消失的质量去了哪里尚未查明」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04146,「要するに、\w壊される前と壊された後では、\w重さが合わないってことですよね？　多少とかそういうレベルではなくて」,「也就是说，在破坏前和破坏后，重量对不上对吧？不是一点点那种程度」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04147,「そうだ。そんなものを同時に大量に投下したら地球はどうなると思う？」,「没错。如果同时大量投下那种东西，你认为地球会变成什么样？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04148,「ど、\wどうなると言われましても…\w…\w…\w…\w自分にはわかりません」,「被、被您这样问我也……我不知道」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04149,「誰にもわからなかった。だが、\wこれほどまでの影響を地球に与えるのはＧ弾以外にないということだけは断言できる」,「谁也不知道。但可以肯定的是，对地球造成如此巨大影响的只有G弹」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04150,「…\w…\w…\w…\w」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04151,第五計画が大海崩を…\w…\w。,第五计划导致了大海崩……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04152,なんてことだ…\w…\w。人類は自分自身の手で地球を破壊する計画を進めていたのか…\w…\w。,怎么会这样……。人类竟然在亲手推进毁灭地球的计划吗……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04153,クソ…\w…\w。…\w…\wいや、\wそうだよな。,该死……。……不，也是啊。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04154,元々、\w冷戦期には地球を数百回だって破壊できる量…\w…\w数万発の核兵器を作った人類だ。,本来，在冷战时期人类就制造了足以毁灭地球数百次的数量……数万枚核武器。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04155,やっちまったって当然じゃないか…\w…\w。,会干出这种事也是理所当然的吧……
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04156,Ｇ弾と言えば、\wハイヴの地表構造物なんかまるごと破壊する…\w…\wそんな触れ込みだった。,说到G弹，说是能整个摧毁Hive的地表结构……当时是这么宣传的。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04157,誰もがそれをマユツバだと思いながらも期待してたんだよ。けど考えてみれば、\w安全な爆弾なんかあるわけがない。,虽然所有人都怀疑那是半信半疑的事，但还是期待着。但仔细想想，不可能有什么安全的炸弹。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04158,「…\w…\w話を戻そう。斑鳩公が入手したと思われる報告書は、\wＧ弾の集中運用がもたらすであろうカタストロフィについての予言の書であると考えられている」,「……言归正传。被认为由斑鸠公获得的报告书，被认为是关于G弹集中运用可能带来的大灾难的预言书」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04159,予言…\w…\w？,预言……？
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04160,「大規模重力偏差による地球環境の変化や、\w関連するシミュレートデータ、\w環境の激変が人類社会にどう影響するのか…\w…\w。そういった内容が記されている可能性が高い」,「大规模重力偏差导致的地球环境变化，以及相关的模拟数据、环境的剧变会如何影响人类社会……这些内容被记录下来的可能性很高。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04161,「ちょ、\wちょっと待って下さい！　それって、\wもしかしてバビロン作戦前に、\w作戦後の世界が詳細に書かれていたとか、\wそういうことですか？」,「请、请等一下！难道说，在巴比伦作战之前，就已经详细写下了作战后的世界，是这么回事吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04162,誰にも説明できないことを予想し報告書に纏めた？　――コーヅキ博士って人が？,预测了谁也无法说明的事情并总结成了报告？——是香月博士那个人？
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04163,「そうだ」,「是的。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04164,「それを斑鳩閣下が手に入れた――！？」,「斑鸠阁下得到了那个——！？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04165,「その可能性が高い」,「可能性很高。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04166,「――イカルガ閣下は今の日本を予見出来てたとでも言うつもり？」,「——难道是想说斑鸠阁下预见到了现在的日本？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04167,「大海崩が起きるかどうかすらわからなかった頃に――よしんばバビロン作戦に関わる極めて少数の人間はそれを知っていたとして、\w閣下がそのひとりだったとして――」,「在甚至不知道大海崩会不会发生的时候——就算参与巴比伦作战的极少数人知道，阁下是其中之一——」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04168,「そんな彼等が大海崩によって、\wこんな風になってしまうという予想まで立てていたっていうの！？」,「那些人居然连大海崩会造成这种情况都预料到了！？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04169,「それって地球上に、\wたったこれだけしか国や人が残らない世界を、\w彼等は望んで作ったってことにならない？」,「那岂不是说，他们期望创造地球上只留下这么一点国家和人的世界？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04170,そんなものある筈がないと思っていたものを…\w…\w少佐の口から聞かされるなんて。,本以为那种东西不可能存在……却从少佐口中听到。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04171,「少佐はその報告書の内容を確認されたのですか？」,「少佐确认过那份报告的内容了吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04172,「…\w…\wしていない」,「……没有。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04173,「では、\wどうしてそのようなものが存在すると言えるのですか！？　第一、\w何故バビロン作戦前に警告が出されなかったのですか！」,「那您怎么能说存在那样的东西！？首先，为什么巴比伦作战前没有发出警告！」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04174,「博士はそうしようとした。…\w…\wしかし報告書は握りつぶされた。公にされることなく」,「博士是想那么做的。……但是报告书被压了下来。没有公开。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04175,「常人の域を超越した天才だったんだ彼女は。それ故に、\w結果が出なければ誰も、\w何も理解することができないという、\w大きなリスクを負っていた」,「她是个超越常人的天才。因此，她承担着巨大的风险：如果没有结果，谁也无法理解任何东西。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04176,「だからその報告書も、\w第五計画を貶めるために記されたもの…\w…\wその程度にしか受け取られず、\w存在を抹消されたんだ」,「所以那份报告也被认为是贬低第五计划而写的东西……只被当作那个程度，存在被抹消了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04177,「そのお話、\w結果が出た今から振り返れば内容の信憑性は明らかでしょう。でも、\w当初は世界が認めていなかった…\w…\wなのにどうして、\w少佐や斑鳩閣下はそれを信じたんですか？」,「您说的话，现在结果出来了回过头看，内容的可信度是显而易见的。但当初世界不认可……那为什么少佐和斑鸠阁下会相信呢？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04178,「逆だ。彼女を知る者であれば、\wその言動が信頼に足るものであると確信できるんだ」,「相反。了解她的人，都能确信她的言行值得信赖。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04179,「だがそんな人間は多くない…\w…\w。そしてそれまでに彼女はかなりの物事を強引に進めていた。…\w…\w敵が多すぎたんだと思う」,「但那样的人不多……而且在那之前她已经强行推进了不少事。……我想是敌人太多了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04180,「少佐は…\w…\w香月博士をご存じなのですか？」,「少佐……认识香月博士吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04181,「彼女は私の親友だった…\w…\w」,「她是我的挚友……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04182,え…\w…\w。,诶……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04183,「なにもかも解決してくれるかもしれなかった友人は、\wとうの昔に去ってしまった…\w…\w。私は自分のできることをするだけ…\w…\w」,「或许能解决一切的朋友，早已离去了……我只能做我所能做的事……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04184,あれは…\w…\w香月博士のことを意味してたのか…\w…\w？,那是……指的是香月博士吗……？
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04185,「まだ博士が報告書をまとめる前のことだ。彼女から、\w第五計画が想定のまま発動すればどうなるかを聞かされた」,「还是在博士整理报告之前的事。我从她那里听到了，如果第五计划按设想发动会变成怎样。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04186,「私には難しい話だったが、\w要約すると…\w…\w大海崩が起きて、\wこのような世界になるという衝撃的な内容だった」,「对我来说是难懂的话，但概括起来……是会发生大海崩，变成这样一个世界的冲击性内容。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04187,「私はそれを報告書にまとめるよう訴え、\w彼女は渋々ながらそれを了承してくれたんだ」,「我恳求她把那个写成报告，她虽然不情愿，但还是同意了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04188,「では、\wその報告書は実在するし、\wそこに書かれている筈のことを斑鳩閣下がなぞっている…\w…\wだから閣下が報告書を手にしているとお考えなんですね？」,「那么，那份报告是真实存在的，斑鸠阁下在复述上面应该写的内容……所以您认为阁下手中掌握了报告吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04189,「そうだ」,「是的。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04190,「では、\w何故閣下はその存在を公開しないのでしょうか？」,「那么，阁下为什么不公开它的存在呢？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04191,「これは仮定だが、\w香月レポートはまだ終わっていないのではないかと、\w私と少佐は考えている」,「这是一个假设，我和少佐认为香月报告可能还没有结束。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04192,「え…\w…\w？」,「诶……？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04193,「レポートには、\w更に未来の状況が書かれていて、\wそれが人類の存亡に大きな影響を与える内容だという可能性はないだろうか？」,「报告里写着更未来的状况，那会不会是关乎人类存亡的重大内容呢？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04194,「例えば…\w…\w重心が元に戻るとか？」,「比如说……重心回复原位之类的？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04195,「貴様は楽観的だな。更に重心がずれ、\w地球が人間の住めない星になる可能性の方が高いと思うが？」,「你小子也太乐观了。我更倾向于认为重心会进一步偏移，地球变成人类无法居住的星球。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04196,「…\w…\w…\w…\w」,「…………」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04197,「そこまでは考えたくないが、\w私も更に状況が悪化することは十分にあると思っている」,「我也不想想到那一步，不过我也认为状况进一步恶化的可能性很大。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04198,「もしもそれが具体的に記されていたとすれば、\w斑鳩公は公開などしないだろう」,「如果真有具体记载，斑鸠公是不会公开的吧。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04199,「え…\w…\wでも、\wそれこそ早めに公開して手を打たなければ手遅れになりますよ？」,「诶……可是，那才更应该尽早公开采取措施，否则就来不及了吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04200,「だから楽観的だと言うのだ。このような状況でも、\w人間は世界の覇権を争っている事実を忘れるな」,「所以说你太乐观了。别忘了，就算在这种状况下，人类依然在争夺世界霸权。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04201,「斑鳩公が、\w香月レポートを元に世界を支配しようとしている…\w…\wそういうことですか？」,「斑鸠公想以香月报告为基础支配世界……是这样吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04202,「支配というよりは、\w生き残ろうとしていると言った方が正しいかもしれないな」,「与其说是支配，或许更应该说是在谋求生存吧。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04203,「そしてそのパートナーとして米国を選んだとすれば、\w彼等が乗って来ることはあると思う」,「而如果选择美国作为合作伙伴，我觉得他们会接受的。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04204,「なにしろ、\w第五計画の実体は米国だ。香月レポートを握り潰したのも米国。予言の正確性を十分理解している可能性がある」,「毕竟，Alternative 第五计划的实体是美国。压下香月报告的也是美国。他们很可能充分理解预言的真实性。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04205,「お話はわかりました。…\w…\wあの、\w率直にお聞きしてよろしいですか？」,「我明白了。……那个，能冒昧问一句吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04206,「なんだ？」,「什么事？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04207,「その香月レポートの内容を殿下が知れば、\w殿下のお立場は元に戻りますか？」,「如果殿下知道了香月报告的内容，殿下的立场能恢复吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04208,「…\w…\w道筋は開けるだろう」,「……道路应该会打开吧。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04209,「その為に動いているんでしょうか？」,「您是为了这个才行动的吗？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04210,「事の真偽は現在調査中だ」,「目前正在调查事情的真伪。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04211,「わかりました…\w…\w…\w…\wそれで、\w本日、\w自分がこのお話を知ることで、\w何をすればいいんでしょうか？」,「明白了……那么，我今天得知此事后，该做些什么呢？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04212,「…\w…\w駒木の立場が微妙なことになっている」,「……驹木的处境变得微妙了。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04213,「えっ！？」,「诶！？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04214,「ＮＯＲＡＤ奪還作戦でのこと…\w…\w憶えているだろう？」,「NORAD夺还作战那时的事……还记得吧？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04215,「駒木は、\w帝都防衛第１師団第１戦術機甲連隊所属だった」,「驹木原本隶属于帝都防卫第1师团第1战术机甲连队。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04216,「それは…\w…\w戦場で自分も耳にしました…\w…\w」,「那个……我在战场上也听说了……」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04217,「――駒木です！　沙霧大尉…\w…\w！　沙霧大尉ではありませんか…\w…\w！？」,「——我是驹木！沙雾上尉……！是沙雾上尉吗……！？」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04218,「帝都防衛第１師団第１戦術機甲連隊、\w駒木咲代子です！　お答えください！」,「帝都防卫第1师团第1战术机甲连队，驹木咲代子！请回答！」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04219,仲間が敵になっているって戦場で気づいたってことだ…\w…\w。そりゃあ混乱もするだろうさ…\w…\w。,在战场上发现同伴变成了敌人……。那当然会混乱吧……。
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04220,「貴様も知っているとは思うが帝都防衛第１師団第１戦術機甲連隊は、\wあの一連のクーデターにおいて、\w口火を切った部隊だ」,「你也知道，帝都防卫第1师团第1战术机甲连队，在那场一连串的政变中，是打响第一枪的部队。」
outputs\tda_fpd_extract\tda03\root\assets\data_spec\adv\game\scr\localized\2006年01月09日_03：呼び出し.egpack,tda03_t04221,「駒木は関与していないようだが、\w沙霧尚哉大尉以下、\w部下の殆どが関わっていたのでな、\w相当疑われたようだ」,「驹木似乎没有参与，但沙雾尚哉上尉以下，大部分部下都卷入了，所以她似乎被严重怀疑。」
